"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15757","Malicious actor should not impersonate a consumer by creating a VP with the consumer membership credential","","Mon Jun 29 08:22:18 UTC 2026","passed","Mon Jun 29 08:22:34 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","shouldNotImpersonateConsumer_withWrappedConsumerCredential"
"","3656","Run TCK Presentation Flow tests","","Mon Jun 29 08:21:58 UTC 2026","passed","Mon Jun 29 08:22:02 UTC 2026","","org.eclipse.tractusx.edc.tests.tck.dcp.DcpPresentationFlowTest","org.eclipse.tractusx.edc.tests.tck.dcp.DcpPresentationFlowTest","runPresentationFlowTests"
"","5201","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Jun 29 08:24:46 UTC 2026","passed","Mon Jun 29 08:24:51 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody"
"","46","Policy is not accepted due to missing context ""Data Frequency""","","Mon Jun 29 08:25:37 UTC 2026","passed","Mon Jun 29 08:25:37 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","5857","transferData_privateBackend()","","Mon Jun 29 08:23:17 UTC 2026","passed","Mon Jun 29 08:23:22 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","transferData_privateBackend"
"","121","Provider gets 200 when asset selector has a valid criterion","","Mon Jun 29 08:22:58 UTC 2026","passed","Mon Jun 29 08:22:58 UTC 2026","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldPass_whenContractDefinitionHasCorrectAssetSelector"
"","2908","transferFile_azureToS3MultipleFiles(Vault)","","Mon Jun 29 08:23:07 UTC 2026","passed","Mon Jun 29 08:23:10 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_azureToS3MultipleFiles"
"","2056","transferFile_s3ToAzure(Vault)","","Mon Jun 29 08:23:12 UTC 2026","passed","Mon Jun 29 08:23:14 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzure"
"","12014","transferData_withTerminate()","","Mon Jun 29 08:24:34 UTC 2026","passed","Mon Jun 29 08:24:46 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withTerminate"
"","160386","assertDspCompatibility()","","Mon Jun 29 08:24:13 UTC 2026","passed","Mon Jun 29 08:26:54 UTC 2026","","org.eclipse.tractusx.edc.tests.tck.dsp.EdcCompatibilityPostgresTest","org.eclipse.tractusx.edc.tests.tck.dsp.EdcCompatibilityPostgresTest","assertDspCompatibility"
"","49","Policy is not accepted due to missing context ""Liability""","","Mon Jun 29 08:25:37 UTC 2026","passed","Mon Jun 29 08:25:37 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","55","Expect the Catalog request to fail if a requested credential is missing","","Mon Jun 29 08:24:02 UTC 2026","passed","Mon Jun 29 08:24:02 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenRequestedCredentialMissing"
"","17492","Malicious actor should not impersonate a consumer sending a valid consumer VP","","Mon Jun 29 08:22:00 UTC 2026","passed","Mon Jun 29 08:22:18 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","shouldNotImpersonateConsumer_withConsumerPresentation"
"","7450","transferData_withSuspendResume()","","Mon Jun 29 08:23:35 UTC 2026","passed","Mon Jun 29 08:23:43 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_withSuspendResume"
"","47","Policy is not accepted due to missing context ""Usage Purpose""","","Mon Jun 29 08:25:37 UTC 2026","passed","Mon Jun 29 08:25:37 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","68","Policy is accepted ""Warranty""","","Mon Jun 29 08:25:35 UTC 2026","passed","Mon Jun 29 08:25:35 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","40","refreshEdr_whenNotAuthorized()","","Mon Jun 29 08:23:57 UTC 2026","passed","Mon Jun 29 08:23:57 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotAuthorized"
"","2055","transferFile_s3ToAzureMultipleFiles(Vault)","","Mon Jun 29 08:23:16 UTC 2026","passed","Mon Jun 29 08:23:18 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles"
"","67","4.3.3 Verify invalid access token - auth token bound to a different iss/sub","","Mon Jun 29 08:22:01 UTC 2026","passed","Mon Jun 29 08:22:01 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenInvalidIssuerSub"
"","55","5.4.3 Verifier should reject Presentations where the holder does not match the credentialSubject.id","","Mon Jun 29 08:22:02 UTC 2026","passed","Mon Jun 29 08:22:02 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_presentationResponse_holderNotEqualSubjectId"
"","6","verifyCorrectParticipantAgentId_forDsp08(DataspaceProfileContextRegistry)","","Mon Jun 29 08:23:40 UTC 2026","passed","Mon Jun 29 08:23:40 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyCorrectParticipantAgentId_forDsp08"
"","94","5.4.2.2 Verifier should accept a presentation response message that contains more credentials than requested","","Mon Jun 29 08:22:01 UTC 2026","passed","Mon Jun 29 08:22:01 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_02_presentationResponse_tooManyCredentials"
"","44","Policy is not accepted due to missing context ""Contract reference""","","Mon Jun 29 08:25:38 UTC 2026","passed","Mon Jun 29 08:25:38 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","37","Verifier should resolve the DID from the prover's ID token","","Mon Jun 29 08:22:02 UTC 2026","passed","Mon Jun 29 08:22:02 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","presentationResponse_endpointDiscovery"
"","82","Policy is accepted ""ContractTermination""","","Mon Jun 29 08:25:35 UTC 2026","passed","Mon Jun 29 08:25:35 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","218","Verify that the consumer receives only the offers he is permitted to (using BPN group validation)","","Mon Jun 29 08:22:37 UTC 2026","passed","Mon Jun 29 08:22:37 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnGroup_shouldReturnOffer"
"","42","Policy is not accepted due to missing context ""Confidential Information Measures""","","Mon Jun 29 08:25:38 UTC 2026","passed","Mon Jun 29 08:25:38 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","68","Policy is accepted ""Warranty Definition""","","Mon Jun 29 08:25:35 UTC 2026","passed","Mon Jun 29 08:25:35 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","62","Policy is accepted ""Access policy with empty permission""","","Mon Jun 29 08:25:36 UTC 2026","passed","Mon Jun 29 08:25:36 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","3896","transferData_privateBackend_withConsumerDataPlane()","","Mon Jun 29 08:24:14 UTC 2026","passed","Mon Jun 29 08:24:18 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","1465","4.3.3 Verify invalid access token - nbf in future","","Mon Jun 29 08:21:59 UTC 2026","passed","Mon Jun 29 08:22:00 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenNbfInFuture"
"","2468","Refresh token is null or empty (missing) [1] null","","Mon Jun 29 08:21:57 UTC 2026","passed","Mon Jun 29 08:21:59 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","3771","Contract policy is fulfilled ""DataExchangeGovernance use case""","","Mon Jun 29 08:24:07 UTC 2026","passed","Mon Jun 29 08:24:10 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","208","Multiple ContractDefinitions exist for one Asset","","Mon Jun 29 08:22:37 UTC 2026","passed","Mon Jun 29 08:22:37 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_multipleOffersForAsset"
"","73","5.4.3.7 Verifier should reject an expired credential","","Mon Jun 29 08:22:02 UTC 2026","passed","Mon Jun 29 08:22:02 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_07_presentationResponse_expiredCredential"
"","38","Policy is not accepted due to missing context ""ContractTermination""","","Mon Jun 29 08:25:38 UTC 2026","passed","Mon Jun 29 08:25:38 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","6194","transferData_privateBackend()","","Mon Jun 29 08:24:07 UTC 2026","passed","Mon Jun 29 08:24:13 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_privateBackend"
"","2078","transferFolder_targetFolderNotExists_shouldCreate(Vault)","","Mon Jun 29 08:22:53 UTC 2026","passed","Mon Jun 29 08:22:55 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFolder_targetFolderNotExists_shouldCreate"
"","46","Policy is not accepted due to missing context ""Precedence""","","Mon Jun 29 08:25:37 UTC 2026","passed","Mon Jun 29 08:25:37 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","41","Policy is not accepted due to missing context ""Data Usage End Date""","","Mon Jun 29 08:25:37 UTC 2026","passed","Mon Jun 29 08:25:37 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","7677","transferData_privateBackend_withConsumerDataPlane()","","Mon Jun 29 08:22:43 UTC 2026","passed","Mon Jun 29 08:22:51 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_privateBackend_withConsumerDataPlane"
"","2287","BusinessPartnerCreated event is published","","Mon Jun 29 08:24:07 UTC 2026","passed","Mon Jun 29 08:24:09 UTC 2026","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerCreatedEvent"
"","7150","azureBlobPush_withDestFolder()","","Mon Jun 29 08:22:33 UTC 2026","passed","Mon Jun 29 08:22:40 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_withDestFolder"
"","25","discoveryShouldReturn08DspParams_whenDsp2025NotAvailable_DidAsIdentifier()","","Mon Jun 29 08:22:23 UTC 2026","passed","Mon Jun 29 08:22:23 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn08DspParams_whenDsp2025NotAvailable_DidAsIdentifier"
"","42","discoveryShouldReturnDspParams_DidAsIdentifier()","","Mon Jun 29 08:21:51 UTC 2026","passed","Mon Jun 29 08:21:51 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","discoveryShouldReturnDspParams_DidAsIdentifier"
"","31522","shouldTerminateTransfer_whenDataUsageEndDatePolicyExpires()","","Mon Jun 29 08:26:32 UTC 2026","passed","Mon Jun 29 08:27:03 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","shouldTerminateTransfer_whenDataUsageEndDatePolicyExpires"
"","2092","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success(Vault)","","Mon Jun 29 08:23:10 UTC 2026","passed","Mon Jun 29 08:23:12 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success"
"","34","Policy is not accepted due to missing context ""Warranty Duration Months""","","Mon Jun 29 08:25:37 UTC 2026","passed","Mon Jun 29 08:25:37 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","84","Policy is accepted ""Affiliates Region (IS_ANY_OF, one element)""","","Mon Jun 29 08:25:34 UTC 2026","passed","Mon Jun 29 08:25:34 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","52","Policy is not accepted due to missing context ""Warranty""","","Mon Jun 29 08:25:37 UTC 2026","passed","Mon Jun 29 08:25:37 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","44","Policy is not accepted because definition is not correct ""Access Policy with prohibition rule""","","Mon Jun 29 08:25:36 UTC 2026","passed","Mon Jun 29 08:25:36 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","103","discoveryShouldReturn08DspParams_whenDsp2025NotAvailable_BpnAsIdentifier()","","Mon Jun 29 08:22:23 UTC 2026","passed","Mon Jun 29 08:22:23 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn08DspParams_whenDsp2025NotAvailable_BpnAsIdentifier"
"","2139","discoveryShouldReturn400_ifRequestHasMissingProps()","","Mon Jun 29 08:21:48 UTC 2026","passed","Mon Jun 29 08:21:50 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","discoveryShouldReturn400_ifRequestHasMissingProps"
"","498","Verify that the consumer receives only the offers he is permitted to (using the legacy CX policy)","","Mon Jun 29 08:22:56 UTC 2026","passed","Mon Jun 29 08:22:57 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","requestCatalog_filteredByBpn_UsingLegacyCxPolicy_shouldReject"
"","13238","shouldTransferOneGbFile()","","Mon Jun 29 08:23:29 UTC 2026","passed","Mon Jun 29 08:23:42 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","shouldTransferOneGbFile"
"","52","Policy is not accepted because definition is not correct ""Usage policy obligation with not allowed constraints""","","Mon Jun 29 08:25:36 UTC 2026","passed","Mon Jun 29 08:25:36 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","2454","The Authorization header is empty","","Mon Jun 29 08:21:54 UTC 2026","passed","Mon Jun 29 08:21:57 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_emptyAuthHeader"
"","6277","Verify that the callbacks are invoked when negotiating an EDR","","Mon Jun 29 08:24:11 UTC 2026","passed","Mon Jun 29 08:24:17 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.NegotiateEdrTest","org.eclipse.tractusx.edc.tests.edrv2.NegotiateEdrTest","negotiateEdr_shouldInvokeCallbacks"
"","54","4.3.3 Verify invalid access token - incorrect aud","","Mon Jun 29 08:22:01 UTC 2026","passed","Mon Jun 29 08:22:01 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenIncorrectAud"
"","2083","transferMultipleFile_success(Vault)","","Mon Jun 29 08:22:48 UTC 2026","passed","Mon Jun 29 08:22:50 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferMultipleFile_success"
"","38","Policy is not accepted due to missing context ""Business Partner Number""","","Mon Jun 29 08:25:38 UTC 2026","passed","Mon Jun 29 08:25:38 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","9276","Verify all existing TPs related to an agreement are terminated upon its retirement","","Mon Jun 29 08:22:07 UTC 2026","passed","Mon Jun 29 08:22:16 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","retireAgreement_shouldCloseTransferProcesses"
"","125","discoveryShouldReturn400_whenNoProtocolsAvailable()","","Mon Jun 29 08:22:23 UTC 2026","passed","Mon Jun 29 08:22:23 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn400_whenNoProtocolsAvailable"
"","2410","The authentication token has a invalid id","","Mon Jun 29 08:22:02 UTC 2026","passed","Mon Jun 29 08:22:04 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidTokenId"
"","49","Policy is not accepted due to missing context ""Version Changes""","","Mon Jun 29 08:25:37 UTC 2026","passed","Mon Jun 29 08:25:37 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","271","Verify that the consumer receives only the offers he is permitted to (using the new BPN validation)","","Mon Jun 29 08:22:37 UTC 2026","passed","Mon Jun 29 08:22:37 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpn_shouldReject"
"","48","Policy is not accepted because definition is not correct ""Policy with mutually exclusive constraints""","","Mon Jun 29 08:25:36 UTC 2026","passed","Mon Jun 29 08:25:36 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","8987","transferData_withExpiredEdr_shouldReturn4xx()","","Mon Jun 29 08:27:07 UTC 2026","passed","Mon Jun 29 08:27:16 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","transferData_withExpiredEdr_shouldReturn4xx"
"","22","discoveryShouldReturn400_ifRequestHasMissingProps()","","Mon Jun 29 08:22:23 UTC 2026","passed","Mon Jun 29 08:22:23 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn400_ifRequestHasMissingProps"
"","316","Provider gets 400 when empty asset selector is used","","Mon Jun 29 08:22:58 UTC 2026","passed","Mon Jun 29 08:22:58 UTC 2026","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldFail_whenContractDefinitionHasEmptyAssetSelector"
"","4797","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Jun 29 08:23:27 UTC 2026","passed","Mon Jun 29 08:23:31 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody"
