"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3229","Policy is accepted ""MembershipCredential""","","Mon Jun 29 08:25:30 UTC 2026","passed","Mon Jun 29 08:25:33 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2430","The sign key of the authentication token is different from the public key from the DID","","Mon Jun 29 08:22:06 UTC 2026","passed","Mon Jun 29 08:22:09 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_spoofedAuthToken"
"","270","Verify that the consumer receives only the offers he is permitted to (using the new BPN validation)","","Mon Jun 29 08:22:57 UTC 2026","passed","Mon Jun 29 08:22:57 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","requestCatalog_filteredByBpn_shouldReject"
"","48","Policy is not accepted due to missing context ""DataExchangeGovernance use case""","","Mon Jun 29 08:25:37 UTC 2026","passed","Mon Jun 29 08:25:37 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","45566","Catalog with 1000 offers","","Mon Jun 29 08:21:51 UTC 2026","passed","Mon Jun 29 08:22:37 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_of1000Assets_shouldContainAll"
"","6458","transferData_privateBackend()","","Mon Jun 29 08:22:36 UTC 2026","passed","Mon Jun 29 08:22:43 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_privateBackend"
"","63","Policy is accepted ""Confidential Information Sharing""","","Mon Jun 29 08:25:35 UTC 2026","passed","Mon Jun 29 08:25:35 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","189","Policy is not accepted because definition is not correct ""Usage policy with empty permission""","","Mon Jun 29 08:25:36 UTC 2026","passed","Mon Jun 29 08:25:36 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","2056","transferMultipleFiles()","","Mon Jun 29 08:23:42 UTC 2026","passed","Mon Jun 29 08:23:44 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","transferMultipleFiles"
"","64","Policy is accepted ""Version Changes""","","Mon Jun 29 08:25:35 UTC 2026","passed","Mon Jun 29 08:25:35 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","95","Policy is not accepted because definition is not correct ""Policy with different actions types""","","Mon Jun 29 08:25:36 UTC 2026","passed","Mon Jun 29 08:25:36 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","56","5.4.2.1 Verifier should reject a presentation response message that contains a different credential than requested","","Mon Jun 29 08:22:02 UTC 2026","passed","Mon Jun 29 08:22:02 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_01_presentationResponse_tooFewCredentials"
"","47","5.4.2.3 Verifier should reject an empty 'presentation' array","","Mon Jun 29 08:22:02 UTC 2026","passed","Mon Jun 29 08:22:02 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_03_presentationResponse_emptyPresentations"
"","256","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","Mon Jun 29 08:22:57 UTC 2026","passed","Mon Jun 29 08:22:58 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","requestCatalog_filteredByBpnLegacy_shouldReject"
"","54","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist()","","Mon Jun 29 08:21:47 UTC 2026","passed","Mon Jun 29 08:21:47 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist"
"","40","discoveryShouldReturn502_ifMetadaEndpointNotReachable()","","Mon Jun 29 08:22:23 UTC 2026","passed","Mon Jun 29 08:22:23 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn502_ifMetadaEndpointNotReachable"
"","39","Verify the refresh endpoint is not called when token not yet expired","","Mon Jun 29 08:23:52 UTC 2026","passed","Mon Jun 29 08:23:52 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_notExpired_shouldNotCallEndpoint"
"","2673","shouldDelegateAuth()","","Mon Jun 29 08:22:42 UTC 2026","passed","Mon Jun 29 08:22:45 UTC 2026","","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","shouldDelegateAuth"
"","4010","transferData_success_withProxyOriginalResponse()","","Mon Jun 29 08:24:51 UTC 2026","passed","Mon Jun 29 08:24:55 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_success_withProxyOriginalResponse"
"","7332","transferData_withSuspendResume()","","Mon Jun 29 08:24:55 UTC 2026","passed","Mon Jun 29 08:25:02 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withSuspendResume"
"","97","X.X Verifier should reject Presentations where at least 1 credential schema is violated","","Mon Jun 29 08:22:02 UTC 2026","passed","Mon Jun 29 08:22:02 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_x_x_presentationResponse_invalidCredentialSchema"
"","2049","transferFile_azureToS3(Vault)","","Mon Jun 29 08:23:14 UTC 2026","passed","Mon Jun 29 08:23:16 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_azureToS3"
"","230","Expect the Catalog request to fail if a credential is revoked","","Mon Jun 29 08:24:02 UTC 2026","passed","Mon Jun 29 08:24:02 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialRevoked"
"","2411","Refresh token success","","Mon Jun 29 08:22:11 UTC 2026","passed","Mon Jun 29 08:22:14 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_success"
"","32581","shouldTerminateTransfer_whenDataProvisioningEndDatePolicyExpires()","","Mon Jun 29 08:25:59 UTC 2026","passed","Mon Jun 29 08:26:32 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","shouldTerminateTransfer_whenDataProvisioningEndDatePolicyExpires"
"","640","Expect the Catalog request to fail if a credential is revoked","","Mon Jun 29 08:23:01 UTC 2026","passed","Mon Jun 29 08:23:01 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","catalogRequest_whenCredentialRevoked"
"","52","5.4.2.4 Verifier should reject an a presentation where a requested credential is missing","","Mon Jun 29 08:22:01 UTC 2026","passed","Mon Jun 29 08:22:02 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_04_presentationResponse_emptyCredentials"
"","50","4.3.3 Verify invalid access token - sub does not match DID document id","","Mon Jun 29 08:22:01 UTC 2026","passed","Mon Jun 29 08:22:01 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenIncorrectSub"
"","110","Policy is accepted ""Business Partner Group""","","Mon Jun 29 08:25:35 UTC 2026","passed","Mon Jun 29 08:25:35 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","26","discoveryShouldReturn2025DspParams_DidAsIdentifier()","","Mon Jun 29 08:22:23 UTC 2026","passed","Mon Jun 29 08:22:23 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn2025DspParams_DidAsIdentifier"
"","237","discoveryShouldReturn2025DspParams_BpnAsIdentifier()","","Mon Jun 29 08:22:23 UTC 2026","passed","Mon Jun 29 08:22:23 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn2025DspParams_BpnAsIdentifier"
"","73","5.1 Verifier should accept a valid PresentationResponseMessage","","Mon Jun 29 08:22:02 UTC 2026","passed","Mon Jun 29 08:22:02 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_01_presentationResponse_success"
"","1308","Expect the Catalog request to fail if a credential is expired","","Mon Jun 29 08:22:59 UTC 2026","passed","Mon Jun 29 08:23:01 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","catalogRequest_whenCredentialExpired"
"","74","Policy is accepted ""Contract reference""","","Mon Jun 29 08:25:35 UTC 2026","passed","Mon Jun 29 08:25:35 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","35","Verifier should reject an auth token without the Bearer prefix","","Mon Jun 29 08:22:01 UTC 2026","passed","Mon Jun 29 08:22:01 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","presentationResponse_rejectMissingBearerPrefix"
"","227","Expect the Catalog request to fail if a requested credential is missing","","Mon Jun 29 08:23:02 UTC 2026","passed","Mon Jun 29 08:23:02 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","catalogRequest_whenRequestedCredentialMissing"
"","48","Policy is not accepted due to missing context ""Business Partner Group""","","Mon Jun 29 08:25:38 UTC 2026","passed","Mon Jun 29 08:25:38 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","5091","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Jun 29 08:24:18 UTC 2026","passed","Mon Jun 29 08:24:23 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody"
"","8052","Contract policy is fulfilled ""MembershipCredential""","","Mon Jun 29 08:23:02 UTC 2026","passed","Mon Jun 29 08:23:10 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","16440","transferData_withTerminate()","","Mon Jun 29 08:23:10 UTC 2026","passed","Mon Jun 29 08:23:27 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_withTerminate"
"","264","refreshEdr()","","Mon Jun 29 08:23:51 UTC 2026","passed","Mon Jun 29 08:23:52 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr"
"","7667","httpPushDataTransfer_withLegacyUsagePolicy()","","Mon Jun 29 08:25:26 UTC 2026","passed","Mon Jun 29 08:25:34 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp08to08","httpPushDataTransfer_withLegacyUsagePolicy"
"","36","Policy is not accepted due to missing context ""Data Usage End Date Definition""","","Mon Jun 29 08:25:37 UTC 2026","passed","Mon Jun 29 08:25:37 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","244","Expect the Catalog request to fail if a credential has an invalid credential subject id","","Mon Jun 29 08:23:01 UTC 2026","passed","Mon Jun 29 08:23:02 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","catalogRequest_whenCredentialSubjectIdIsInvalid"
"","12597","httpPushNonFiniteDataTransfer()","","Mon Jun 29 08:26:26 UTC 2026","passed","Mon Jun 29 08:26:39 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp2025to2025","httpPushNonFiniteDataTransfer"
"","56","Policy is not accepted due to missing context ""Jurisdiction Location Reference""","","Mon Jun 29 08:25:37 UTC 2026","passed","Mon Jun 29 08:25:37 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","5","verifyAgentId_whenNoMembershipCredential_forDsp08(DataspaceProfileContextRegistry)","","Mon Jun 29 08:23:40 UTC 2026","passed","Mon Jun 29 08:23:40 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyAgentId_whenNoMembershipCredential_forDsp08"
"","6846","The authentication token misses required claims: token","","Mon Jun 29 08:21:45 UTC 2026","passed","Mon Jun 29 08:21:52 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidAuthenticationToken_missingAccessToken"
"","133","Policy is accepted ""Business Partner Number""","","Mon Jun 29 08:25:35 UTC 2026","passed","Mon Jun 29 08:25:35 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","4145","transferData_success_withProxyOriginalResponse()","","Mon Jun 29 08:23:31 UTC 2026","passed","Mon Jun 29 08:23:35 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_success_withProxyOriginalResponse"
"","60","Policy is not accepted due to missing context ""Liability""","","Mon Jun 29 08:25:37 UTC 2026","passed","Mon Jun 29 08:25:37 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","295","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","Mon Jun 29 08:22:57 UTC 2026","passed","Mon Jun 29 08:22:57 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","requestCatalog_filteredByBpnLegacy_WithNamespace_shouldReject"
"","2570","The Authorization header is missing","","Mon Jun 29 08:21:52 UTC 2026","passed","Mon Jun 29 08:21:54 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_missingAuthHeader"
"","128","5.4.3.6 Verifier should reject Presentations where at least 1 credential is revoked/suspended","","Mon Jun 29 08:22:01 UTC 2026","passed","Mon Jun 29 08:22:01 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_06_presentationResponse_credentialRevoked"
"","1","verifyAgentId_whenNoMembershipCredential_forDsp2025(DataspaceProfileContextRegistry)","","Mon Jun 29 08:23:40 UTC 2026","passed","Mon Jun 29 08:23:40 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyAgentId_whenNoMembershipCredential_forDsp2025"
"","82","Policy is accepted ""Liability""","","Mon Jun 29 08:25:34 UTC 2026","passed","Mon Jun 29 08:25:34 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","286","4.3.3 Verify invalid access token - jti","","Mon Jun 29 08:22:01 UTC 2026","passed","Mon Jun 29 08:22:01 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenJtiUsedTwice"
"","2427","The refresh token does not match the stored one","","Mon Jun 29 08:22:04 UTC 2026","passed","Mon Jun 29 08:22:06 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_withWrongRefreshToken"
"","4104","transferData_privateBackend()","","Mon Jun 29 08:24:10 UTC 2026","passed","Mon Jun 29 08:24:14 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend"
"","8917","transferFile_withBucketCreation_success()","","Mon Jun 29 08:23:18 UTC 2026","passed","Mon Jun 29 08:23:27 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","transferFile_withBucketCreation_success"
"","6451","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Jun 29 08:22:51 UTC 2026","passed","Mon Jun 29 08:22:57 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody"
"","55","Policy is not accepted due to missing context ""MembershipCredential""","","Mon Jun 29 08:25:37 UTC 2026","passed","Mon Jun 29 08:25:37 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","288","retireAgreement_shouldFail_whenAgreementDoesNotExist()","","Mon Jun 29 08:22:06 UTC 2026","passed","Mon Jun 29 08:22:07 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","retireAgreement_shouldFail_whenAgreementDoesNotExist"
"","68","Policy is accepted ""Jurisdiction Location""","","Mon Jun 29 08:25:34 UTC 2026","passed","Mon Jun 29 08:25:34 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","62","Policy is accepted ""Enforce data usage end date 1 day in the future""","","Mon Jun 29 08:25:36 UTC 2026","passed","Mon Jun 29 08:25:36 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","6042","transferData_privateBackend_withConsumerDataPlane()","","Mon Jun 29 08:23:22 UTC 2026","passed","Mon Jun 29 08:23:28 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","99","Policy is accepted ""Affiliates Region""","","Mon Jun 29 08:25:33 UTC 2026","passed","Mon Jun 29 08:25:34 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","874","triggerDataTransfer_shouldFail_whenDataFlowIsNotPushFlowType()","","Mon Jun 29 08:21:46 UTC 2026","passed","Mon Jun 29 08:21:47 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowIsNotPushFlowType"
"","7749","httpPushDataTransfer_withLegacyUsagePolicy()","","Mon Jun 29 08:26:12 UTC 2026","passed","Mon Jun 29 08:26:20 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp2025to2025","httpPushDataTransfer_withLegacyUsagePolicy"
"","1060","shouldFail_whenDestinationBucketDoesNotExist()","","Mon Jun 29 08:23:28 UTC 2026","passed","Mon Jun 29 08:23:29 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","shouldFail_whenDestinationBucketDoesNotExist"
"","50","Expect the Catalog request to fail if a credential has an invalid credential subject id","","Mon Jun 29 08:24:02 UTC 2026","passed","Mon Jun 29 08:24:02 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialSubjectIdIsInvalid"
"","2430","Refresh token is null or empty (missing) [2] """"","","Mon Jun 29 08:21:59 UTC 2026","passed","Mon Jun 29 08:22:02 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","5352","transferData_failing_withProxyOriginalResponse()","","Mon Jun 29 08:23:05 UTC 2026","passed","Mon Jun 29 08:23:10 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_failing_withProxyOriginalResponse"
"","84","Policy is accepted ""Precedence""","","Mon Jun 29 08:25:34 UTC 2026","passed","Mon Jun 29 08:25:34 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","5059","transferData_privateBackend_withConsumerDataPlane()","","Mon Jun 29 08:24:13 UTC 2026","passed","Mon Jun 29 08:24:18 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_privateBackend_withConsumerDataPlane"
"","57","triggerDataTransfer_shouldFail_whenDataFlowIsNotInStartedState()","","Mon Jun 29 08:21:47 UTC 2026","passed","Mon Jun 29 08:21:47 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowIsNotInStartedState"
"","47","Policy is not accepted due to missing context ""Affiliates Region""","","Mon Jun 29 08:25:37 UTC 2026","passed","Mon Jun 29 08:25:37 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","647","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","Mon Jun 29 08:21:50 UTC 2026","passed","Mon Jun 29 08:21:51 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnLegacy_WithNamespace_shouldReject"
